"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 19 07:33:20 GMT 2023","Fri May 19 07:33:39 GMT 2023","18638","","Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page","","","","Verify that ""The last one step"" message appears after submitting Sign up form with valid credentials, the Sign up form is triggered after clicking the ""Search Numbers"" button on the ""Global Numbers"" page.",""
"passed","Fri May 19 07:34:02 GMT 2023","Fri May 19 07:34:27 GMT 2023","24775","","Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page","","","","Verify that ""Thank you."" message appears after submitting Contact Us form with valid credentials, the ""Contact Us"" form is triggered after clicking the ""Ask our experts"" button on the ""Global Numbers"" page.",""
"failed","Fri May 19 07:41:34 GMT 2023","Fri May 19 07:42:50 GMT 2023","75743","","Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials","","","","Verify that ""Thank you for submitting your abuse complaint."" message appears and user is not signed in after submitting Sign up form empty fields, the ""Sign up"" form is triggered after clicking the ""portal"" button on the ""SMS API"" page.",""
"passed","Fri May 19 07:32:17 GMT 2023","Fri May 19 07:32:51 GMT 2023","33590","","Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page","","","","Verify ""Number pricing"" text changes when switching ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"passed","Fri May 19 07:36:53 GMT 2023","Fri May 19 07:37:19 GMT 2023","26718","","Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page","","","","Verify that ""Thank you."" message appears after submitting Contact Us form with valid credentials, the ""Contact Us"" form is triggered after clicking the ""Talk to an expert"" link button on the ""g2-compare"" page.",""
"passed","Fri May 19 07:43:48 GMT 2023","Fri May 19 07:44:12 GMT 2023","24368","","Test Sign In form from Sign Up page with negative scenario where all fields are filled with incorrect credentials","","","","Verify that ""That email and password combinations is not valid ..."" message appears and user is not signed in after submitting Log In form with invalid credentials from Contuct Us page",""
"passed","Fri May 19 07:35:02 GMT 2023","Fri May 19 07:35:25 GMT 2023","22124","","Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page","","","","Verify that ""Thank you."" message appears after submitting ""Become a Telnyx Partner"" form with valid credentials, the ""Become a Telnyx Partner"" form is triggered after clicking the ""Become a partner"" button on the ""Partnerships"" page.",""
"passed","Fri May 19 07:34:44 GMT 2023","Fri May 19 07:34:50 GMT 2023","6121","","Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page","","","","Verify that after clicking on the ""See pricing"" button from the Global Numbers page the ""Pay as you go"" and ""Volume-based pricing"" windows appears.",""
"passed","Fri May 19 07:38:27 GMT 2023","Fri May 19 07:38:40 GMT 2023","12399","","Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data","","","","Verify that ""This field is required."" message appears after clicking ""Submit"" button with empty fields, the ""Become a Telnyx Partner"" form is triggered after clicking the ""Become a partner"" button on the ""Partnerships"" page.",""
"passed","Fri May 19 07:38:09 GMT 2023","Fri May 19 07:38:13 GMT 2023","4219","","Chech that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page","","","","Verify that after clicking on the ""Privacy Policy"" button from the Sign up page the ""Privacy Policy"" text appears.",""
"passed","Fri May 19 07:35:39 GMT 2023","Fri May 19 07:35:47 GMT 2023","8403","","Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page","","","","Verify ""See industries"" button scroll to ""Healthcare"" button and ""See use cases"" button scroll to ""Account notifications"" text and image on the ""Solutions"" page",""
"failed","Fri May 19 07:37:46 GMT 2023","Fri May 19 07:37:53 GMT 2023","6715","","Chech that ""Telnyxs Terms & Conditions"" link navigate to ""Telnyxs Terms & Conditions"" page from the Sign up page","","","","Verify that after clicking on the ""Telnyxs Terms & Conditions"" button from the Sign up page the ""Telnyxs Terms & Conditions"" text appears.",""
"passed","Fri May 19 07:36:36 GMT 2023","Fri May 19 07:36:41 GMT 2023","5231","","Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown","","","","Verify that ""Mission Control Portal"" topic text visibility and ""industry-leading platform"" link-button clickability on ""Mission Control"" page",""
"passed","Fri May 19 07:35:59 GMT 2023","Fri May 19 07:36:18 GMT 2023","19181","","Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields, form opened via link from the ""SMS API"" page","","","","Verify that ""The last one step"" message appears and ""Confirm email"" page is loading after clicking ""Submit"" button,  the Sign up form is triggered after clicking the ""portal"" link button on the ""SMS API"" page.",""
"passed","Fri May 19 07:45:40 GMT 2023","Fri May 19 07:45:59 GMT 2023","18384","","Test Sign In form from Sign Up page with negative scenario when all fields are left empty","","","","Verify that ""Required"" message appears and user is not signed in after submitting Sign In form with invalid credentials, the ""Sign In"" form is triggered after clicking the ""Log In"" link button on the ""Sign Up"" page.",""
