"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 18 11:59:25 GMT 2023","Thu May 18 11:59:58 GMT 2023","32354","","Test ""Pay as you go"" dropdown functionality on ""Numbers pricing"" page","","","","Verify ""Number pricing"" text changes when switching ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"failed","Thu May 18 12:08:02 GMT 2023","Thu May 18 12:08:45 GMT 2023","42644","","Test Sign In form from Sign Up page with negative scenario when all fields are left empty","","","","Verify that ""Required"" message appears and user is not signed in after submitting Sign In form with invalid credentials, the ""Sign In"" form is triggered after clicking the ""Log In"" link button on the ""Sign Up"" page.",""
"passed","Thu May 18 12:01:30 GMT 2023","Thu May 18 12:01:40 GMT 2023","9510","","Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page","","","","Verify that after clicking on the ""See pricing"" button from the Global Numbers page the ""Pay as you go"" and ""Volume-based pricing"" windows appears.",""
"passed","Thu May 18 12:00:57 GMT 2023","Thu May 18 12:01:17 GMT 2023","20255","","Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page","","","","Verify that ""Thank you."" message appears after submitting Contact Us form with valid credentials, the ""Contact Us"" form is triggered after clicking the ""Ask our experts"" button on the ""Global Numbers"" page.",""
"passed","Thu May 18 12:02:25 GMT 2023","Thu May 18 12:02:31 GMT 2023","6481","","Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page","","","","Verify ""See industries"" button scroll to ""Healthcare"" button and ""See use cases"" button scroll to ""Account notifications"" text and image on the ""Solutions"" page",""
"passed","Thu May 18 12:05:22 GMT 2023","Thu May 18 12:05:38 GMT 2023","16160","","Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials","","","","Verify that ""Thank you for submitting your abuse complaint."" message appears and user is not signed in after submitting Sign up form empty fields, the ""Sign up"" form is triggered after clicking the ""portal"" button on the ""SMS API"" page.",""
"passed","Thu May 18 12:03:34 GMT 2023","Thu May 18 12:03:57 GMT 2023","23399","","Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page","","","","Verify that ""Thank you."" message appears after submitting Contact Us form with valid credentials, the ""Contact Us"" form is triggered after clicking the ""Talk to an expert"" link button on the ""g2-compare"" page.",""
"passed","Thu May 18 12:04:32 GMT 2023","Thu May 18 12:04:42 GMT 2023","9850","","Chech that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page","","","","Verify that after clicking on the ""Privacy Policy"" button from the Sign up page the ""Privacy Policy"" text appears.",""
"passed","Thu May 18 12:04:58 GMT 2023","Thu May 18 12:05:06 GMT 2023","7365","","Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data","","","","Verify that ""This field is required."" message appears after clicking ""Submit"" button with empty fields, the ""Become a Telnyx Partner"" form is triggered after clicking the ""Become a partner"" button on the ""Partnerships"" page.",""
"passed","Thu May 18 12:01:52 GMT 2023","Thu May 18 12:02:11 GMT 2023","18833","","Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page","","","","Verify that ""Thank you."" message appears after submitting ""Become a Telnyx Partner"" form with valid credentials, the ""Become a Telnyx Partner"" form is triggered after clicking the ""Become a partner"" button on the ""Partnerships"" page.",""
"failed","Thu May 18 12:04:11 GMT 2023","Thu May 18 12:04:19 GMT 2023","7537","","Chech that ""Telnyxs Terms & Conditions"" link navigate to ""Telnyxs Terms & Conditions"" page from the Sign up page","","","","Verify that after clicking on the ""Telnyxs Terms & Conditions"" button from the Sign up page the ""Telnyxs Terms & Conditions"" text appears.",""
"passed","Thu May 18 12:03:14 GMT 2023","Thu May 18 12:03:22 GMT 2023","8237","","Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown","","","","Verify that ""Mission Control Portal"" topic text visibility and ""industry-leading platform"" link-button clickability on ""Mission Control"" page",""
"passed","Thu May 18 12:00:27 GMT 2023","Thu May 18 12:00:42 GMT 2023","15274","","Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page","","","","Verify that ""The last one step"" message appears after submitting Sign up form with valid credentials, the Sign up form is triggered after clicking the ""Search Numbers"" button on the ""Global Numbers"" page.",""
"passed","Thu May 18 12:05:55 GMT 2023","Thu May 18 12:06:17 GMT 2023","21999","","Test Sign In form from Sign Up page with negative scenario where all fields are filled with incorrect credentials","","","","Verify that ""That email and password combinations is not valid ..."" message appears and user is not signed in after submitting Log In form with invalid credentials from Contuct Us page",""
"passed","Thu May 18 12:02:42 GMT 2023","Thu May 18 12:02:59 GMT 2023","17729","","Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields, form opened via link from the ""SMS API"" page","","","","Verify that ""The last one step"" message appears and ""Confirm email"" page is loading after clicking ""Submit"" button,  the Sign up form is triggered after clicking the ""portal"" link button on the ""SMS API"" page.",""
