"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 06 08:32:45 GMT 2023","Tue Jun 06 08:33:15 GMT 2023","30102","","Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page","","","","Verify ""Number pricing"" text changes when switching ""Pay as you go"" dropdown to ""Canada"" on ""Numbers pricing"" page",""
"passed","Tue Jun 06 08:40:02 GMT 2023","Tue Jun 06 08:40:13 GMT 2023","10642","","Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials","","","","Verify that ""Thank you for submitting your abuse complaint."" message appears and user is not signed in after submitting Sign up form empty fields, the ""Sign up"" form is triggered after clicking the ""portal"" button on the ""SMS API"" page.",""
"passed","Tue Jun 06 08:33:15 GMT 2023","Tue Jun 06 08:33:27 GMT 2023","11833","","Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page","","","","Verify ""Number pricing"" text changes when switching ""Pay as you go"" dropdown to ""Ukraine"" on ""Numbers pricing"" page",""
"passed","Tue Jun 06 08:35:06 GMT 2023","Tue Jun 06 08:35:15 GMT 2023","8593","","Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page","","","","Verify that after clicking on the ""See pricing"" button from the Global Numbers page the ""Pay as you go"" and ""Volume-based pricing"" windows appears.",""
"failed","Tue Jun 06 08:37:55 GMT 2023","Tue Jun 06 08:37:59 GMT 2023","3712","","Check that ""Telnyxs Terms & Conditions"" link navigate to ""Telnyxs Terms & Conditions"" page from the Sign up page","","","","Verify that after clicking on the ""Telnyxs Terms & Conditions"" button from the Sign up page the ""Telnyxs Terms & Conditions"" text appears.",""
"passed","Tue Jun 06 08:33:51 GMT 2023","Tue Jun 06 08:34:09 GMT 2023","18442","","Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page","","","","Verify that ""The last one step"" message appears after submitting Sign up form with valid credentials, the Sign up form is triggered after clicking the ""Search Numbers"" button on the ""Global Numbers"" page.",""
"passed","Tue Jun 06 08:36:53 GMT 2023","Tue Jun 06 08:37:01 GMT 2023","7962","","Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown","","","","Verify that ""Mission Control Portal"" topic text visibility on ""Mission Control"" page",""
"passed","Tue Jun 06 08:37:01 GMT 2023","Tue Jun 06 08:37:08 GMT 2023","6898","","Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown","","","","Verify that ""Mission Control Portal"" ""industry-leading platform"" link-button visibility on ""Mission Control"" page",""
"passed","Tue Jun 06 08:38:10 GMT 2023","Tue Jun 06 08:38:19 GMT 2023","8587","","Check that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page","","","","Verify that after clicking on the ""Privacy Policy"" button from the Sign up page the ""Privacy Policy"" text appears.",""
"passed","Tue Jun 06 08:35:55 GMT 2023","Tue Jun 06 08:36:01 GMT 2023","6658","","Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page","","","","Verify ""See industries"" button scroll to ""Healthcare"" button on the ""Solutions"" page",""
"passed","Tue Jun 06 08:38:30 GMT 2023","Tue Jun 06 08:38:41 GMT 2023","11110","","Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data","","","","Verify that ""This field is required."" message appears after clicking ""Submit"" button with empty fields, the ""Become a Telnyx Partner"" form is triggered after clicking the ""Become a partner"" button on the ""Partnerships"" page.",""
"passed","Tue Jun 06 08:37:21 GMT 2023","Tue Jun 06 08:37:42 GMT 2023","21223","","Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page","","","","Verify that ""Thank you."" message appears after submitting Contact Us form with valid credentials, the ""Contact Us"" form is triggered after clicking the ""Talk to an expert"" link button on the ""g2-compare"" page.",""
"passed","Tue Jun 06 08:40:44 GMT 2023","Tue Jun 06 08:41:02 GMT 2023","17592","","Test Sign In form from Sign Up page with negative scenario where all fields are filled with incorrect credentials","","","","Verify that ""That email and password combinations is not valid ..."" message appears and user is not signed in after submitting Log In form with invalid credentials from Contuct Us page",""
"passed","Tue Jun 06 08:34:31 GMT 2023","Tue Jun 06 08:34:52 GMT 2023","20584","","Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page","","","","Verify that ""Thank you."" message appears after submitting Contact Us form with valid credentials, the ""Contact Us"" form is triggered after clicking the ""Ask our experts"" button on the ""Global Numbers"" page.",""
"passed","Tue Jun 06 08:36:01 GMT 2023","Tue Jun 06 08:36:07 GMT 2023","5874","","Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page","","","","Verify ""See use cases"" button scroll to ""Account notifications"" text and image on the ""Solutions"" page",""
"passed","Tue Jun 06 08:36:23 GMT 2023","Tue Jun 06 08:36:40 GMT 2023","17657","","Check that ""Confirm email"" page is loading after clicking ""SUBMIT"" button on Sign Up page with filling the correct data in the required fields, form opened via link from the ""SMS API"" page","","","","Verify that ""The last one step"" message appears and ""Confirm email"" page is loading after clicking ""Submit"" button,  the Sign up form is triggered after clicking the ""portal"" link button on the ""SMS API"" page.",""
"passed","Tue Jun 06 08:35:27 GMT 2023","Tue Jun 06 08:35:44 GMT 2023","16998","","Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page","","","","Verify that ""Thank you."" message appears after submitting ""Become a Telnyx Partner"" form with valid credentials, the ""Become a Telnyx Partner"" form is triggered after clicking the ""Become a partner"" button on the ""Partnerships"" page.",""
"passed","Tue Jun 06 08:43:45 GMT 2023","Tue Jun 06 08:43:57 GMT 2023","11384","","Test Sign In form from Sign Up page with negative scenario when all fields are left empty","","","","Verify that ""Required"" message appears and user is not signed in after submitting Sign In form with invalid credentials, the ""Sign In"" form is triggered after clicking the ""Log In"" link button on the ""Sign Up"" page.",""
